kind_a,key_a,kind_b,key_b,matches,wins,win_rate
ability,elder_titan_earth_splitter,ability,muerta_dead_shot,25,9,0.360000
ability,elder_titan_earth_splitter,ability,pangolier_lucky_shot,25,10,0.400000
ability,elder_titan_natural_order,ability,dark_willow_terrorize,25,15,0.600000
ability,elder_titan_natural_order,ability,dawnbreaker_celestial_hammer,25,12,0.480000
ability,elder_titan_natural_order,ability,muerta_gunslinger,25,12,0.480000
ability,ember_spirit_fire_remnant,ability,faceless_void_time_dilation,25,11,0.440000
ability,ember_spirit_fire_remnant,ability,terrorblade_reflection,25,12,0.480000
ability,ember_spirit_flame_guard,ability,marci_unleash,25,13,0.520000
ability,ember_spirit_flame_guard,ability,monkey_king_wukongs_command,25,11,0.440000
ability,ember_spirit_searing_chains,ability,abyssal_underlord_atrophy_aura,25,13,0.520000
ability,ember_spirit_searing_chains,ability,mars_spear,25,16,0.640000
ability,ember_spirit_searing_chains,ability,winter_wyvern_winters_curse,25,13,0.520000
ability,ember_spirit_sleight_of_fist,ability,dawnbreaker_celestial_hammer,25,6,0.240000
ability,ember_spirit_sleight_of_fist,ability,hoodwink_scurry,25,14,0.560000
ability,ember_spirit_sleight_of_fist,ability,meepo_ransack,25,10,0.400000
ability,ember_spirit_sleight_of_fist,ability,monkey_king_jingu_mastery,25,10,0.400000
ability,ember_spirit_sleight_of_fist,ability,oracle_false_promise,25,15,0.600000
ability,ember_spirit_sleight_of_fist,ability,phoenix_icarus_dive,25,10,0.400000
ability,enchantress_enchant,ability,keeper_of_the_light_spirit_form,25,8,0.320000
ability,enchantress_impetus,ability,arc_warden_flux,25,8,0.320000
ability,enchantress_impetus,ability,dark_willow_cursed_crown,25,10,0.400000
ability,enchantress_impetus,ability,grimstroke_dark_artistry,25,11,0.440000
ability,enchantress_impetus,ability,jakiro_dual_breath,25,10,0.400000
ability,enchantress_impetus,ability,naga_siren_ensnare,25,11,0.440000
ability,enchantress_impetus,ability,snapfire_scatterblast,25,14,0.560000
ability,enchantress_impetus,ability,spirit_breaker_bulldoze,25,14,0.560000
ability,enchantress_natures_attendants,ability,bounty_hunter_track,25,14,0.560000
ability,enchantress_natures_attendants,ability,legion_commander_moment_of_courage,25,13,0.520000
ability,enchantress_natures_attendants,ability,legion_commander_overwhelming_odds,25,13,0.520000
ability,enchantress_natures_attendants,ability,lycan_feral_impulse,25,14,0.560000
ability,enchantress_natures_attendants,ability,nyx_assassin_vendetta,25,12,0.480000
ability,enchantress_untouchable,ability,alchemist_acid_spray,25,8,0.320000
ability,enchantress_untouchable,ability,ancient_apparition_cold_feet,25,8,0.320000
ability,enchantress_untouchable,ability,beastmaster_summon_raptor,25,11,0.440000
ability,enchantress_untouchable,ability,chaos_knight_reality_rift,25,16,0.640000
ability,enchantress_untouchable,ability,disruptor_thunder_strike,25,13,0.520000
ability,enchantress_untouchable,ability,huskar_inner_fire,25,10,0.400000
ability,enchantress_untouchable,ability,legion_commander_moment_of_courage,25,12,0.480000
ability,enchantress_untouchable,ability,magnataur_skewer,25,14,0.560000
ability,enchantress_untouchable,ability,shadow_demon_disruption,25,9,0.360000
ability,enchantress_untouchable,ability,winter_wyvern_splinter_blast,25,15,0.600000
ability,enigma_black_hole,ability,antimage_counterspell,25,14,0.560000
ability,enigma_black_hole,ability,arc_warden_spark_wraith,25,16,0.640000
ability,enigma_black_hole,ability,mars_gods_rebuke,25,13,0.520000
ability,enigma_demonic_conversion,ability,broodmother_spawn_spiderlings,25,12,0.480000
ability,enigma_demonic_conversion,ability,tinker_march_of_the_machines,25,13,0.520000
ability,enigma_malefice,ability,abyssal_underlord_atrophy_aura,25,17,0.680000
ability,enigma_malefice,ability,broodmother_insatiable_hunger,25,14,0.560000
ability,enigma_malefice,ability,death_prophet_spirit_siphon,25,15,0.600000
ability,enigma_malefice,ability,enchantress_untouchable,25,17,0.680000
ability,enigma_malefice,ability,hoodwink_bushwhack,25,12,0.480000
ability,enigma_malefice,ability,hoodwink_scurry,25,13,0.520000
ability,enigma_malefice,ability,mars_spear,25,8,0.320000
ability,enigma_malefice,ability,oracle_false_promise,25,11,0.440000
ability,enigma_malefice,ability,pugna_nether_ward,25,14,0.560000
ability,enigma_malefice,ability,snapfire_lil_shredder,25,10,0.400000
ability,enigma_malefice,ability,terrorblade_reflection,25,16,0.640000
ability,enigma_midnight_pulse,ability,beastmaster_wild_axes,25,15,0.600000
ability,enigma_midnight_pulse,ability,monkey_king_wukongs_command,25,12,0.480000
ability,enigma_midnight_pulse,ability,necrolyte_heartstopper_aura,25,11,0.440000
ability,enigma_midnight_pulse,ability,weaver_the_swarm,25,11,0.440000
ability,enigma_midnight_pulse,ability,wisp_spirits,25,11,0.440000
ability,faceless_void_chronosphere,ability,dark_willow_bramble_maze,25,12,0.480000
ability,faceless_void_chronosphere,ability,grimstroke_ink_creature,25,14,0.560000
ability,faceless_void_chronosphere,ability,night_stalker_void,25,14,0.560000
ability,faceless_void_time_lock,ability,abaddon_aphotic_shield,25,12,0.480000
ability,faceless_void_time_lock,ability,ember_spirit_searing_chains,25,14,0.560000
ability,faceless_void_time_lock,ability,ogre_magi_fireblast,25,14,0.560000
ability,faceless_void_time_lock,ability,phoenix_icarus_dive,25,8,0.320000
ability,faceless_void_time_lock,ability,templar_assassin_psionic_trap,25,6,0.240000
ability,faceless_void_time_lock,ability,terrorblade_reflection,25,10,0.400000
ability,faceless_void_time_lock,ability,tusk_snowball,25,14,0.560000
ability,faceless_void_time_lock,ability,tusk_tag_team,25,10,0.400000
ability,faceless_void_time_walk,ability,alchemist_chemical_rage,25,11,0.440000
ability,faceless_void_time_walk,ability,disruptor_thunder_strike,25,12,0.480000
ability,faceless_void_time_walk,ability,enchantress_natures_attendants,25,15,0.600000
ability,faceless_void_time_walk,ability,medusa_mystic_snake,25,9,0.360000
ability,faceless_void_time_walk,ability,oracle_false_promise,25,11,0.440000
ability,faceless_void_time_walk,ability,oracle_fortunes_end,25,15,0.600000
ability,faceless_void_time_walk,ability,terrorblade_metamorphosis,25,14,0.560000
ability,furion_sprout,ability,doom_bringer_devour,25,11,0.440000
ability,furion_sprout,ability,enchantress_enchant,25,11,0.440000
ability,furion_sprout,ability,huskar_burning_spear,25,12,0.480000
ability,furion_sprout,ability,life_stealer_infest,25,9,0.360000
ability,furion_sprout,ability,silencer_last_word,25,10,0.400000
ability,furion_teleportation,ability,arc_warden_magnetic_field,25,13,0.520000
ability,furion_teleportation,ability,centaur_hoof_stomp,25,13,0.520000
ability,furion_teleportation,ability,doom_bringer_infernal_blade,25,10,0.400000
ability,furion_teleportation,ability,hoodwink_scurry,25,15,0.600000
ability,furion_teleportation,ability,marci_companion_run,25,15,0.600000
ability,furion_teleportation,ability,silencer_last_word,25,8,0.320000
ability,furion_teleportation,ability,skywrath_mage_concussive_shot,25,14,0.560000
ability,furion_wrath_of_nature,ability,batrider_firefly,25,15,0.600000
ability,furion_wrath_of_nature,ability,drow_ranger_wave_of_silence,25,10,0.400000
ability,furion_wrath_of_nature,ability,marci_companion_run,25,5,0.200000
ability,furion_wrath_of_nature,ability,phoenix_icarus_dive,25,9,0.360000
ability,furion_wrath_of_nature,ability,slark_dark_pact,25,17,0.680000
ability,furion_wrath_of_nature,ability,winter_wyvern_splinter_blast,25,9,0.360000
ability,grimstroke_ink_creature,ability,marci_unleash,25,12,0.480000
ability,grimstroke_soul_chain,ability,brewmaster_cinder_brew,25,11,0.440000
ability,grimstroke_spirit_walk,ability,marci_unleash,25,7,0.280000
ability,gyrocopter_call_down,ability,hoodwink_bushwhack,25,11,0.440000
ability,gyrocopter_call_down,ability,lycan_feral_impulse,25,14,0.560000
ability,gyrocopter_call_down,ability,ogre_magi_bloodlust,25,12,0.480000
ability,gyrocopter_call_down,ability,visage_gravekeepers_cloak,25,13,0.520000
ability,gyrocopter_flak_cannon,ability,abaddon_aphotic_shield,25,17,0.680000
ability,gyrocopter_flak_cannon,ability,chaos_knight_chaos_strike,25,13,0.520000
ability,gyrocopter_flak_cannon,ability,elder_titan_natural_order,25,15,0.600000
ability,gyrocopter_flak_cannon,ability,hoodwink_bushwhack,25,13,0.520000
ability,gyrocopter_flak_cannon,ability,tusk_walrus_punch,25,12,0.480000
ability,gyrocopter_homing_missile,ability,alchemist_acid_spray,25,11,0.440000
ability,gyrocopter_homing_missile,ability,ogre_magi_fireblast,25,14,0.560000
ability,gyrocopter_rocket_barrage,ability,abyssal_underlord_firestorm,25,18,0.720000
ability,gyrocopter_rocket_barrage,ability,alchemist_unstable_concoction,25,12,0.480000
ability,gyrocopter_rocket_barrage,ability,brewmaster_cinder_brew,25,10,0.400000
ability,gyrocopter_rocket_barrage,ability,bristleback_warpath,25,12,0.480000
ability,gyrocopter_rocket_barrage,ability,magnataur_reverse_polarity,25,9,0.360000
ability,gyrocopter_rocket_barrage,ability,nyx_assassin_impale,25,16,0.640000
ability,gyrocopter_rocket_barrage,ability,ogre_magi_ignite,25,9,0.360000
ability,gyrocopter_rocket_barrage,ability,skywrath_mage_arcane_bolt,25,13,0.520000
ability,gyrocopter_rocket_barrage,ability,snapfire_firesnap_cookie,25,14,0.560000
ability,gyrocopter_rocket_barrage,ability,visage_soul_assumption,25,17,0.680000
ability,huskar_berserkers_blood,ability,arc_warden_flux,25,10,0.400000
ability,huskar_berserkers_blood,ability,batrider_sticky_napalm,25,16,0.640000
ability,huskar_berserkers_blood,ability,broodmother_spin_web,25,14,0.560000
ability,huskar_berserkers_blood,ability,dawnbreaker_solar_guardian,25,15,0.600000
ability,huskar_burning_spear,ability,broodmother_spawn_spiderlings,25,11,0.440000
ability,huskar_burning_spear,ability,lycan_feral_impulse,25,10,0.400000
ability,huskar_burning_spear,ability,nyx_assassin_spiked_carapace,25,14,0.560000
ability,huskar_burning_spear,ability,slark_dark_pact,25,15,0.600000
ability,huskar_burning_spear,ability,spirit_breaker_bulldoze,25,13,0.520000
ability,huskar_burning_spear,ability,visage_gravekeepers_cloak,25,13,0.520000
ability,huskar_life_break,ability,chaos_knight_chaos_bolt,25,13,0.520000
ability,huskar_life_break,ability,dark_willow_shadow_realm,25,12,0.480000
ability,huskar_life_break,ability,doom_bringer_infernal_blade,25,11,0.440000
ability,huskar_life_break,ability,doom_bringer_scorched_earth,25,9,0.360000
ability,huskar_life_break,ability,meepo_ransack,25,9,0.360000
ability,huskar_life_break,ability,naga_siren_mirror_image,25,12,0.480000
ability,huskar_life_break,ability,ogre_magi_bloodlust,25,11,0.440000
ability,invoker_chaos_meteor_ad,ability,invoker_ice_wall_ad,25,11,0.440000
ability,invoker_cold_snap_ad,ability,grimstroke_ink_creature,25,15,0.600000
ability,invoker_sun_strike_ad,ability,hoodwink_sharpshooter,25,11,0.440000
ability,jakiro_dual_breath,ability,alchemist_chemical_rage,25,13,0.520000
ability,jakiro_dual_breath,ability,hoodwink_sharpshooter,25,13,0.520000
ability,jakiro_ice_path,ability,centaur_hoof_stomp,25,10,0.400000
ability,jakiro_ice_path,ability,dark_willow_terrorize,25,14,0.560000
ability,jakiro_ice_path,ability,gyrocopter_rocket_barrage,25,9,0.360000
ability,jakiro_ice_path,ability,muerta_gunslinger,25,14,0.560000
ability,jakiro_ice_path,ability,troll_warlord_battle_trance,25,13,0.520000
ability,jakiro_ice_path,ability,tusk_walrus_punch,25,16,0.640000
ability,jakiro_liquid_fire,ability,disruptor_static_storm,25,12,0.480000
ability,jakiro_liquid_fire,ability,ember_spirit_fire_remnant,25,11,0.440000
ability,jakiro_liquid_ice,ability,antimage_mana_break,25,14,0.560000
ability,jakiro_liquid_ice,ability,chaos_knight_phantasm,25,11,0.440000
ability,jakiro_liquid_ice,ability,dazzle_poison_touch,25,8,0.320000
ability,jakiro_liquid_ice,ability,muerta_pierce_the_veil,25,16,0.640000
ability,jakiro_liquid_ice,ability,troll_warlord_battle_trance,25,14,0.560000
ability,jakiro_macropyre,ability,bristleback_bristleback,25,12,0.480000
ability,jakiro_macropyre,ability,phoenix_icarus_dive,25,14,0.560000
ability,jakiro_macropyre,ability,ursa_overpower,25,10,0.400000
ability,juggernaut_blade_dance,ability,abaddon_aphotic_shield,25,11,0.440000
ability,juggernaut_blade_dance,ability,bristleback_warpath,25,10,0.400000
ability,juggernaut_blade_dance,ability,dragon_knight_breathe_fire,25,15,0.600000
ability,juggernaut_blade_dance,ability,pangolier_lucky_shot,25,11,0.440000
ability,juggernaut_blade_dance,ability,puck_waning_rift,25,10,0.400000
ability,juggernaut_blade_dance,ability,queenofpain_sonic_wave,25,12,0.480000
ability,juggernaut_blade_dance,ability,slark_dark_pact,25,14,0.560000
ability,juggernaut_blade_dance,ability,tidehunter_kraken_shell,25,14,0.560000
ability,juggernaut_blade_fury,ability,crystal_maiden_crystal_nova,25,15,0.600000
ability,juggernaut_blade_fury,ability,grimstroke_soul_chain,25,12,0.480000
ability,juggernaut_blade_fury,ability,legion_commander_duel,25,13,0.520000
ability,juggernaut_blade_fury,ability,necrolyte_death_pulse,25,13,0.520000
ability,juggernaut_blade_fury,ability,phantom_lancer_doppelwalk,25,13,0.520000
ability,juggernaut_blade_fury,ability,riki_tricks_of_the_trade,25,10,0.400000
ability,juggernaut_blade_fury,ability,slardar_sprint,25,13,0.520000
ability,juggernaut_blade_fury,ability,sven_warcry,25,12,0.480000
ability,juggernaut_blade_fury,ability,ursa_earthshock,25,13,0.520000
ability,juggernaut_healing_ward,ability,necrolyte_heartstopper_aura,25,15,0.600000
ability,juggernaut_healing_ward,ability,treant_overgrowth,25,16,0.640000
ability,juggernaut_omni_slash,ability,shredder_whirling_death,25,13,0.520000
ability,juggernaut_omni_slash,ability,snapfire_scatterblast,25,8,0.320000
ability,juggernaut_omni_slash,ability,terrorblade_metamorphosis,25,13,0.520000
ability,juggernaut_omni_slash,ability,viper_nethertoxin,25,12,0.480000
ability,keeper_of_the_light_chakra_magic,ability,dawnbreaker_celestial_hammer,25,14,0.560000
ability,keeper_of_the_light_chakra_magic,ability,ember_spirit_fire_remnant,25,13,0.520000
ability,keeper_of_the_light_chakra_magic,ability,medusa_stone_gaze,25,12,0.480000
ability,keeper_of_the_light_spirit_form,ability,brewmaster_cinder_brew,25,15,0.600000
ability,kez_echo_slash,ability,alchemist_chemical_rage,25,16,0.640000
ability,kez_echo_slash,ability,clinkz_wind_walk,25,15,0.600000
ability,kez_echo_slash,ability,slark_shadow_dance,25,18,0.720000
ability,kez_falcon_rush_ad,ability,clinkz_searing_arrows,25,13,0.520000
ability,kez_grappling_claw,ability,juggernaut_blade_dance,25,9,0.360000
ability,kez_grappling_claw,ability,magnataur_skewer,25,7,0.280000
ability,kez_grappling_claw,ability,muerta_gunslinger,25,12,0.480000
ability,kez_grappling_claw,ability,night_stalker_crippling_fear,25,16,0.640000
ability,kez_grappling_claw,ability,razor_eye_of_the_storm,25,12,0.480000
ability,kez_grappling_claw,ability,shredder_whirling_death,25,12,0.480000
ability,kez_grappling_claw,ability,tiny_grow,25,13,0.520000
ability,kez_kazurai_katana,ability,broodmother_insatiable_hunger,25,13,0.520000
ability,kez_kazurai_katana,ability,chaos_knight_phantasm,25,14,0.560000
ability,kez_kazurai_katana,ability,doom_bringer_infernal_blade,25,13,0.520000
ability,kez_kazurai_katana,ability,faceless_void_time_lock,25,13,0.520000
ability,kez_kazurai_katana,ability,phantom_assassin_stifling_dagger,25,10,0.400000
ability,kez_kazurai_katana,ability,phantom_lancer_doppelwalk,25,17,0.680000
ability,kez_kazurai_katana,ability,ursa_fury_swipes,25,14,0.560000
ability,kez_raptor_dance,ability,enchantress_impetus,25,11,0.440000
ability,kez_raptor_dance,ability,vengefulspirit_command_aura,25,12,0.480000
ability,kez_ravens_veil_ad,ability,dark_willow_shadow_realm,25,15,0.600000
ability,kez_ravens_veil_ad,ability,drow_ranger_frost_arrows,25,11,0.440000
ability,kez_ravens_veil_ad,ability,enchantress_impetus,25,8,0.320000
ability,kez_ravens_veil_ad,ability,mirana_leap,25,9,0.360000
ability,kez_shodo_sai_ad,ability,abaddon_borrowed_time,25,15,0.600000
ability,kez_shodo_sai_ad,ability,mirana_leap,25,12,0.480000
ability,kez_shodo_sai_ad,ability,monkey_king_jingu_mastery,25,7,0.280000
ability,kez_talon_toss_ad,ability,alchemist_chemical_rage,25,14,0.560000
ability,kez_talon_toss_ad,ability,drow_ranger_marksmanship,25,9,0.360000
ability,kez_talon_toss_ad,ability,phantom_assassin_coup_de_grace,25,14,0.560000
ability,kez_talon_toss_ad,ability,storm_spirit_overload,25,11,0.440000
ability,kez_talon_toss_ad,ability,sven_gods_strength,25,13,0.520000
ability,kunkka_ghostship,ability,batrider_sticky_napalm,25,14,0.560000
ability,kunkka_ghostship,ability,centaur_return,25,13,0.520000
ability,kunkka_ghostship,ability,chaos_knight_reality_rift,25,11,0.440000
ability,kunkka_ghostship,ability,disruptor_kinetic_field,25,13,0.520000
ability,kunkka_ghostship,ability,huskar_inner_fire,25,13,0.520000
ability,kunkka_ghostship,ability,marci_companion_run,25,15,0.600000
ability,kunkka_ghostship,ability,pangolier_lucky_shot,25,11,0.440000
ability,kunkka_ghostship,ability,riki_blink_strike,25,11,0.440000
ability,kunkka_ghostship,ability,silencer_glaives_of_wisdom,25,19,0.760000
